"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State","max","min","mean"
"407"," Milliman","Cambridge, MA","Business Services",3.6,"$98k-$144k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA","144","98",121
"408"," CJ Affiliate","Santa Barbara, CA","Business Services",3.2,"$78k-$120k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"CA","120","78",99
"409"," Concur Technologies","Bellevue, WA","Information Technology",4,"$110k-$155k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","155","110",132.5
"410"," Veeva","Pleasanton, CA","Information Technology",3.8,"$115k-$161k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","161","115",138
"411"," Valve Corporation","Bellevue, WA","Media",3.6,"$109k-$157k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","157","109",133
"414"," HP Inc.","Houston, TX","Information Technology",3.7,"$48k-$63k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX","63","48",55.5
"415"," Cisco Systems","San Jose, CA","Information Technology",3.9,"$90k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","130","90",110
"416"," springML","Indianapolis, IN","Information Technology",5,"$51k-$65k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IN","65","51",58
"417"," TiVo","Durham, NC","Information Technology",3.4,"$85k-$121k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NC","121","85",103
"418"," Gwynnie Bee","San Francisco, CA","Retail",3.4,"$106k-$156k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"CA","156","106",131
"419"," Aetna","New York, NY","Insurance",3.3,"$118k-$173k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","173","118",145.5
"420"," Color Genomics","Burlingame, CA","Information Technology",5,"$135k-$184k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","184","135",159.5
"422"," 24 Seven Talent","Commerce, CA","Business Services",4,"$68k-$102k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","102","68",85
"423"," EXL Service","Jersey City, NJ","Business Services",3.1,"$86k-$134k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ","134","86",110
"424",NA,"New York, NY","Information Technology",4.8,"$74k-$115k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","115","74",94.5
"425"," Epsilon","Woburn, MA","Business Services",3.2,"$108k-$161k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA","161","108",134.5
"427"," Point72","New York, NY","Finance",4.2,"$109k-$163k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","163","109",136
"428"," Graham Capital Management, LP.","Rowayton, CT","Finance",3.1,"$130k-$209k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT","209","130",169.5
"429"," Ellevest","New York, NY","Information Technology",4.8,"$51k-$91k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","91","51",71
"432"," STRATIM","San Francisco, CA","Transportation ; Logistics",4.5,"$105k-$156k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"CA","156","105",130.5
"433"," Reverb.com","Chicago, IL","Information Technology",4.8,"$57k-$89k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","89","57",73
"434"," HUB International","Chicago, IL","Insurance",3.3,"$65k-$99k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","99","65",82
"435"," University of Alabama in Huntsville","Huntsville, AL","Education",4.4,"$146k-$225k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AL","225","146",185.5
"436"," JiWire Inc.","Mountain View, CA","Information Technology",3.7,"$78k-$118k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","118","78",98
"437"," Consultants 2 Go","Washington, DC","Business Services",4,"$80k-$127k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"DC","127","80",103.5
"438"," Purdue University","West Lafayette, IN","Education",4.3,"$50k-$83k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"IN","83","50",66.5
"439"," Impact Radius","New York, NY","Business Services",3.9,"$71k-$106k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","106","71",88.5
"440"," AVL","Plymouth, MN","Manufacturing",3.9,"$82k-$124k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MN","124","82",103
"442"," AgilOne","San Francisco, CA","Information Technology",4,"$100k-$145k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","145","100",122.5
"443"," Upstart","San Carlos, CA","Finance",4.6,"$120k-$179k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","179","120",149.5
"444"," DISYS","Quincy, MA","Information Technology",3.7,"$106k-$157k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","157","106",131.5
"446"," Comprehensive Resources Inc","Brooklyn, NY","Business Services",5,"$82k-$132k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"NY","132","82",107
"447"," Grainger","Chicago, IL","Business Services",3.3,"$92k-$138k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","138","92",115
"450"," Blue State Digital","New York, NY","Business Services",3.8,"$88k-$136k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","136","88",112
"453"," Arimo, Inc.","Mountain View, CA","Information Technology",4.7,"$99k-$141k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","141","99",120
"454"," KeyW","Vienna, VA","Aerospace ; Defense",4,"$98k-$144k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA","144","98",121
"455",NA,"Illinois","Information Technology",4.5,"$49k-$77k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"is","77","49",63
"456"," Varian Medical Systems","Atlanta, GA","Manufacturing",3.7,"$94k-$139k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA","139","94",116.5
"457"," xAd","Mountain View, CA","Business Services",3.1,"$112k-$159k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","159","112",135.5
"460"," Epitec","Dearborn, MI","Business Services",3.3,"$57k-$88k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"MI","88","57",72.5
"462"," Berkadia","Ambler, PA","Real Estate",3.6,"$67k-$103k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","103","67",85
"464"," Atlas Informatics","Seattle, WA","Information Technology",4.3,"$85k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","125","85",105
"465"," Concordis","Seattle, WA","Business Services",4.8,"$85k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","125","85",105
"466",NA,"New York, NY","Information Technology",3.9,"$105k-$157k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","157","105",131
"470"," Sandata Technologies","Port Washington, NY","Information Technology",2.8,"$84k-$120k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY","120","84",102
"471"," Newell Brands","Hoboken, NJ","Manufacturing",2.9,"$110k-$166k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ","166","110",138
"472"," GenapSys, Inc.","Redwood City, CA","Biotech ; Pharmaceuticals",3.3,"$137k-$198k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","198","137",167.5
"473"," NJF Global Holdings","New York, NY","Business Services",3.9,"$76k-$122k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","122","76",99
"474"," Stantec","Indianapolis, IN","Business Services",3.1,"$50k-$67k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"IN","67","50",58.5
"475"," Frame.io","New York, NY","Information Technology",5,"$83k-$133k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","133","83",108
"476"," Convoy","Seattle, WA","Transportation ; Logistics",5,"$85k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","125","85",105
"477",NA,"Washington, DC","Finance",4.2,"$68k-$101k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC","101","68",84.5
"478"," J. Crew","Arden, NC","Retail",3.8,"$40k-$59k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NC","59","40",49.5
"479"," Discovery Communications","New York, NY","Media",3.4,"$98k-$152k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","152","98",125
"481"," Payette Group","Santa Clara, CA","Business Services",4.6,"$91k-$128k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","128","91",109.5
"482",NA,"Cartersville, GA","Manufacturing",1.8,"$38k-$49k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA","49","38",43.5
"483"," General Assembly","Portland, OR","Education",3.8,"$102k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"OR","147","102",124.5
"484",NA,"Towson, MD","Health Care",3.9,"$74k-$130k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD","130","74",102
"487"," OwnerIQ","Boston, MA","Business Services",3.5,"$77k-$110k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MA","110","77",93.5
"488"," Quantifind","Menlo Park, CA","Information Technology",4.3,"$136k-$194k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","194","136",165
"489"," Apptopia","Boston, MA","Information Technology",3,"$68k-$100k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","100","68",84
"490"," ERGO Insurance Group","Princeton, NJ","Insurance",3.2,"$73k-$111k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NJ","111","73",92
"491"," Rasosolutions","Seattle, WA","Business Services",2.8,"$95k-$140k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","140","95",117.5
"492"," Panjiva","Cambridge, MA","Information Technology",4.2,"$58k-$89k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA","89","58",73.5
"494",NA,"Los Angeles, CA","Business Services",2.9,"$99k-$148k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","148","99",123.5
"495"," Shape Security","Mountain View, CA","Information Technology",4.7,"$103k-$148k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","148","103",125.5
"497"," Delos","New York, NY","Business Services",3.5,"$85k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"NY","133","85",109
"498"," CitiMortgage","Long Island City, NY","Finance",2.9,"$69k-$112k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","112","69",90.5
"499"," Automated Insights","Durham, NC","Information Technology",4.9,"$51k-$74k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC","74","51",62.5
"500"," 3M","Woodbury, MN","Manufacturing",3.8,"$105k-$157k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MN","157","105",131
"501"," Mercy Health","Cincinnati, OH","Health Care",3.2,"$57k-$90k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH","90","57",73.5
"502"," Nauto","Palo Alto, CA","Information Technology",4,"$94k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","136","94",115
"503"," SAIC","Alexandria, VA","Information Technology",3.5,"$80k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA","120","80",100
"504"," Tesco","Shire, TX","Retail",3.5,"$60k-$96k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX","96","60",78
"505"," NASA's Jet Propulsion Laboratory","Pasadena, CA","Government",4.2,"$86k-$126k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","126","86",106
"507"," PulsePoint","New York, NY","Information Technology",3.9,"$91k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","139","91",115
"508"," Palo Alto Research Center","Palo Alto, CA","Business Services",3.6,"$115k-$167k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","167","115",141
"511"," Kimberly-Clark","Neenah, WI","Manufacturing",3.7,"$90k-$137k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"WI","137","90",113.5
"512"," Berico Technologies","Gaithersburg, MD","Aerospace ; Defense",3.2,"$88k-$131k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD","131","88",109.5
"513"," Trax Technologies","Scottsdale, AZ","Transportation ; Logistics",2.8,"$67k-$97k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"AZ","97","67",82
"514"," Solarwinds, Inc.","Cambridge, MA","Information Technology",2.9,"$93k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA","133","93",113
"515"," Capital One","McLean, VA","Finance",3.8,"$92k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA","142","92",117
"516"," Edifecs","Bellevue, WA","Information Technology",3.2,"$120k-$167k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","167","120",143.5
"517"," GSN (Game Show Network)","San Francisco, CA","Media",3.2,"$114k-$158k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","158","114",136
"520"," Near(Singapore)","San Francisco, CA","Information Technology",4,"$111k-$179k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","179","111",145
"521"," Farmer's Business Network, Inc.","San Carlos, CA","Agriculture ; Forestry",4.1,"$101k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","142","101",121.5
"523"," Halfaker and Associates","Arlington, VA","Information Technology",4.4,"$84k-$127k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA","127","84",105.5
"525"," Neiman Marcus","Dallas, TX","Retail",3.2,"$95k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX","142","95",118.5
"526"," Healthfirst (New York)","New York, NY","Insurance",2.7,"$75k-$115k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","115","75",95
"528"," Alta It Services","Adelphi, MD","Information Technology",3.9,"$90k-$134k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD","134","90",112
"531"," Invesco","New York, NY","Finance",3.6,"$79k-$127k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"NY","127","79",103
"533"," Adams Gabbert","Kansas City, MO","Business Services",4,"$70k-$112k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO","112","70",91
"534",NA,"Santa Clara, CA","Health Care",4.3,"$91k-$132k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","132","91",111.5
"535"," Alternate Communications International","Basking Ridge, NJ","Telecommunications",3.7,"$74k-$117k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"NJ","117","74",95.5
"537"," Schireson Associates","New York, NY","Business Services",5,"$84k-$134k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","134","84",109
"538"," tronc","Los Angeles, CA","Media",2.8,"$89k-$135k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","135","89",112
"539",NA,"Chicago, IL","Manufacturing",2.4,"$80k-$119k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","119","80",99.5
"540"," Ascena Retail Group","Pataskala, OH","Retail",3.5,"$84k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH","130","84",107
"543"," VSolvit LLC","Corona, CA","Government",4,"$49k-$78k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","78","49",63.5
"546"," Analytical Mechanics Associates","Plano, TX","Business Services",3.5,"$85k-$128k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX","128","85",106.5
"547"," Blueprint Consulting Services","Bellevue, WA","Business Services",3.4,"$108k-$153k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"WA","153","108",130.5
"548"," Apria Healthcare","Lake Forest, CA","Health Care",2.6,"$70k-$107k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","107","70",88.5
"549"," Mariner Finance","White Marsh, MD","Finance",2.8,"$63k-$98k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MD","98","63",80.5
"550"," Hallmark","Kansas City, MO","Manufacturing",3.3,"$89k-$138k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MO","138","89",113.5
"551"," Search Discovery","Atlanta, GA","Business Services",4.7,"$64k-$96k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"GA","96","64",80
"552"," Novetta","Springfield, VA","Information Technology",3.6,"$109k-$161k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA","161","109",135
"555"," Hewlett Packard Enterprise","Santa Clara, CA","Information Technology",3.3,"$97k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","139","97",118
"556"," Chef'd","El Segundo, CA","Restaurants, Bars ; Food Services",2.9,"$80k-$118k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","118","80",99
"557"," In-Q-Tel","Menlo Park, CA","Finance",3.2,"$101k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","142","101",121.5
"560"," New York Life Insurance Co","New York, NY","Insurance",3.4,"$116k-$174k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","174","116",145
"561"," Dstillery","New York, NY","Business Services",4.2,"$115k-$166k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","166","115",140.5
"562",NA,"Jacksonville, FL","Business Services",3.7,"$95k-$150k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL","150","95",122.5
